index,Camptothecin,Vinblastine,Cisplatin,Cytarabine,Docetaxel,Gefitinib,Navitoclax,Vorinostat,Nilotinib,Olaparib,Axitinib,AZD7762,SB216763,KU-55933,Afatinib,Staurosporine,PLX-4720,NU7441,Doramapimod,Wee1 Inhibitor,Nutlin-3a (-),Mirin,PD173074,ZM447439,Alisertib,RO-3306,MK-2206,Palbociclib,Dactolisib,Pictilisib,AZD8055,PD0325901,Obatoclax Mesylate,5-Fluorouracil,Dasatinib,Paclitaxel,Crizotinib,Rapamycin,Sorafenib,BI-2536,Irinotecan,Oxaliplatin,BMS-536924,GSK1904529A,Tozasertib,PF-4708671,PRIMA-1MET,Erlotinib,Niraparib,MK-1775,Dinaciclib,Gemcitabine,Bortezomib,GSK269962A,SB505124,Tamoxifen,Fulvestrant,EPZ004777,YK-4-279,Daporinad,BMS-345541,AZ960,Talazoparib,XAV939,Trametinib,Dabrafenib,Temozolomide,AZD5438,IAP_5620,AZD2014,AZD1208,AZD1332,Ruxolitinib,Linsitinib,Epirubicin,Cyclophosphamide,Pevonedistat,Sapitinib,Uprosertib,LCL161,Lapatinib,Luminespib,Alpelisib,Taselisib,EPZ5676,SCH772984,IWP-2,Leflunomide,Entinostat,OSI-027,LGK974,VE-822,WZ4003,CZC24832,AZD5582,GSK2606414,PFI3,PCI-34051,Wnt-C59,I-BET-762,RVX-208,OTX015,GSK343,ML323,Entospletinib,PRT062607,Ribociclib,AGI-6780,Picolinici-acid,AZD5153,CDK9_5576,CDK9_5038,Eg5_9814,ERK_2440,ERK_6604,IRAK4_4710,JAK1_8709,AZD5991,PAK_5339,TAF1_5496,ULK1_4989,VSP34_8731,Selumetinib,IGF1R_3801,JAK_8517,AZD4547,Ibrutinib,Zoledronate,Acetalax,Carmustine,Topotecan,Teniposide,Mitoxantrone,Dactinomycin,Fludarabine,Nelarabine,Vincristine,Podophyllotoxin bromide,Dihydrorotenone,Gallibiscoquinazole,Elephantin,Sinularin,Sabutoclax,LY2109761,OF-1,MN-64,KRAS (G12C) Inhibitor-12,MG-132,BDP-00009066,Buparlisib,Ulixertinib,Venetoclax,ABT737,Afuresertib,AGI-5198,AZD3759,AZD5363,AZD6738,AZD8186,Osimertinib,Cediranib,Ipatasertib,GDC0810,GNE-317,GSK2578215A,I-BRD9,Telomerase Inhibitor IX,MIRA-1,NVP-ADW742,P22077,Savolitinib,UMI-77,WIKI4,Sepantronium bromide,MIM1,WEHI-539,BPD-00008900,Foretinib,BIBR-1532,Pyridostatin,AMG-319,MK-8776,Vinorelbine,VX-11e,LJI308,AZ6102,GSK591,VE821,AZD6482,AT13148,BMS-754807,JQ1,Cetuximab,Doxorubicin,Etoposide,Bleomycin,Bicalutamide,Bleomycin (50 uM),Pemetrexed,AICA Ribonucleotide
X-1683,0.67884666,0.64828664,0.71702695,0.7151144,0.5955146,0.7147925,0.62748104,0.6284979,0.76303536,0.7535348,0.6868003,0.60289735,0.75203276,0.75489753,0.60198087,0.51024836,0.7451554,0.6796204,0.7415039,0.6617938,0.74391836,0.65865487,0.7997954,0.69251215,0.68141985,0.6840061,0.6901245,0.7167522,0.6687072,0.62344444,0.6886326,0.71981794,0.62750274,0.7138179,0.677617,0.7152122,0.75513476,0.7086888,0.68009454,0.6324689,0.6796053,0.7274735,0.6517047,0.7464543,0.721027,0.72559875,0.7015545,0.7186819,0.7380352,0.606069,0.5283885,0.65681094,0.64246833,0.7083236,0.5824391,0.7102691,0.7499603,0.76645774,0.6485099,0.6282631,0.7120693,0.66513276,0.7152538,0.76862955,0.65039957,0.7356175,0.7579182,0.67061824,0.7125641,0.629833,0.779675,0.7348826,0.75800097,0.72249883,0.6547921,0.7715998,0.63447416,0.62933844,0.67364484,0.737302,0.66211027,0.62761766,0.71457136,0.61690795,0.7757695,0.69004226,0.7790348,0.6792502,0.6716464,0.7214636,0.73685545,0.73111457,0.70288664,0.75481284,0.61548114,0.7264378,0.7860604,0.7406393,0.7395355,0.6922592,0.7383211,0.66568154,0.7534927,0.7162942,0.71165866,0.71301913,0.75073373,0.7680808,0.77284735,0.6621393,0.5545911,0.5148186,0.63010097,0.66973305,0.6910243,0.7474438,0.7106956,0.6725175,0.60272163,0.70728624,0.5958254,0.5863012,0.69509363,0.6406078,0.68403625,0.7627248,0.70712644,0.7568326,0.6071993,0.76100326,0.6379675,0.6425301,0.6629002,0.56955266,0.7105519,0.7751271,0.583515,0.62161803,0.6595864,0.76856595,0.6923592,0.74646807,0.52935046,0.79196954,0.71011794,0.74557495,0.707119,0.5537803,0.6672245,0.6252977,0.70279366,0.7488518,0.64024407,0.67990464,0.7711732,0.7545412,0.6770955,0.6782824,0.6803226,0.68361783,0.6385888,0.69662607,0.75709105,0.57512546,0.760474,0.747985,0.6279235,0.777052,0.6725538,0.7512687,0.72516096,0.6757276,0.712168,0.39393127,0.7373608,0.70680785,0.75087464,0.62020224,0.765647,0.6947842,0.76792943,0.7132396,0.6376705,0.6678115,0.785851,0.68770355,0.76873696,0.72906923,0.6682469,0.72209114,0.60310686,0.69099236,0.7258563,0.5439962,0.63373226,0.57089835,0.7696474,0.62163955,0.72129416,0.65139353
X-1725,0.7187777,0.6465631,0.7924864,0.7512292,0.5897956,0.80596673,0.70438856,0.6847894,0.8460059,0.8238278,0.7328003,0.6335862,0.819358,0.8082929,0.71455383,0.41857177,0.80929816,0.69643855,0.7863603,0.72174364,0.80321854,0.74611557,0.8581714,0.71238905,0.7584465,0.68966866,0.7464189,0.78477365,0.70326823,0.6684109,0.69509745,0.7841187,0.676124,0.7831593,0.69438934,0.7994932,0.8395741,0.794255,0.7612076,0.44373977,0.7656964,0.8073818,0.68944067,0.8174828,0.7496476,0.7760751,0.7698465,0.7933252,0.83020556,0.64151794,0.5074548,0.6636841,0.6884935,0.75770575,0.65145814,0.8149515,0.8432785,0.84323853,0.6979387,0.64504075,0.783656,0.6968395,0.7712198,0.8317527,0.69283414,0.8104368,0.84322196,0.7114772,0.8110095,0.7080688,0.85303897,0.7877279,0.8348612,0.8046398,0.68222725,0.8521781,0.6361594,0.7646621,0.7319464,0.8342054,0.73758537,0.5890795,0.79293734,0.69776964,0.84176993,0.7323483,0.83603853,0.7723111,0.73719734,0.8175907,0.82262385,0.79468626,0.78812325,0.84836143,0.7046831,0.7897026,0.8650957,0.8363181,0.8391102,0.78419894,0.8395472,0.72299516,0.8587263,0.8107418,0.7871319,0.7813582,0.8069324,0.8292756,0.85388976,0.66922164,0.5320179,0.44338617,0.66211045,0.70683295,0.75231016,0.8399013,0.80812174,0.7449148,0.63705486,0.77955794,0.62211615,0.63065577,0.7534667,0.682034,0.73736936,0.8441028,0.7898014,0.8532774,0.74379706,0.8430146,0.67842805,0.68781304,0.70181656,0.5516856,0.80076134,0.8466203,0.5523379,0.6861599,0.7437987,0.85749763,0.74379355,0.8456416,0.5104202,0.8553905,0.81317663,0.8195533,0.78603065,0.49515098,0.7338437,0.64681715,0.77997756,0.8180867,0.71860015,0.7304886,0.8480327,0.8359993,0.75827926,0.71636605,0.7485652,0.80532235,0.7017786,0.76260287,0.836478,0.58115435,0.8496873,0.83891183,0.601132,0.8515873,0.7438694,0.82435507,0.83053803,0.7332399,0.7977352,0.30430764,0.79321486,0.7812134,0.8217224,0.6312886,0.82516634,0.7629383,0.8372075,0.79988915,0.6648074,0.7562465,0.8372122,0.7411936,0.82203543,0.81710565,0.7316412,0.77563417,0.6865703,0.65149,0.8155676,0.4484264,0.58119607,0.50808173,0.8469288,0.44823593,0.7830821,0.7006057
X-1726,0.69511706,0.60585016,0.75659394,0.7148522,0.5530821,0.7547382,0.6577497,0.6445401,0.7773869,0.79689026,0.7066351,0.5827377,0.7704563,0.7635888,0.619622,0.40849465,0.7740605,0.68937093,0.7713547,0.67122537,0.76925254,0.689967,0.8141779,0.7042981,0.70084864,0.6938752,0.72161704,0.74438834,0.6877039,0.6393348,0.7133196,0.75617456,0.63402957,0.73076034,0.68477243,0.73210037,0.7831456,0.74292356,0.71688634,0.5367323,0.697861,0.73481196,0.6722568,0.78649163,0.7137944,0.72360146,0.73995864,0.7334967,0.76787984,0.5646042,0.4790024,0.6052394,0.6632186,0.73422027,0.65643156,0.748898,0.79637355,0.8038594,0.6400384,0.5683403,0.7408094,0.6733029,0.7307706,0.79007304,0.6744647,0.7930252,0.81075335,0.6659526,0.75653577,0.6624085,0.79586244,0.7452626,0.79873776,0.7540664,0.66708106,0.81614995,0.5884708,0.68408585,0.6807693,0.7846291,0.6814614,0.5953955,0.7448765,0.63905,0.7917588,0.7090862,0.81183916,0.73026377,0.68548864,0.78527015,0.7676553,0.7552371,0.7574299,0.8030687,0.6539893,0.7479933,0.8238955,0.7649863,0.77841866,0.7158601,0.7736749,0.67773837,0.80469215,0.76764596,0.7545766,0.7396392,0.7605436,0.7891919,0.8046351,0.6306232,0.5110472,0.44139388,0.61360586,0.6866485,0.7101448,0.7989497,0.76392967,0.66250175,0.6233797,0.74207205,0.58891195,0.60197794,0.73305297,0.64786583,0.71205735,0.78922516,0.71719176,0.8171401,0.6471952,0.7975815,0.6378136,0.643389,0.6739011,0.54723763,0.74140596,0.8111912,0.50031036,0.6456046,0.6942649,0.80236036,0.70601046,0.79469895,0.49655768,0.8208443,0.7577212,0.7792611,0.74222785,0.5116298,0.7043822,0.6372786,0.70867705,0.7647253,0.655278,0.6758928,0.80252814,0.7798084,0.7159806,0.6837752,0.72018707,0.7464569,0.6744867,0.7155391,0.78616524,0.5744116,0.8043625,0.7819536,0.58591294,0.81015944,0.7013089,0.7814301,0.7762279,0.6951166,0.75993365,0.34362584,0.75936556,0.72396356,0.7850172,0.627259,0.78621733,0.73144805,0.79496443,0.75313073,0.6190662,0.7125695,0.80850637,0.708743,0.7837713,0.7567495,0.6971791,0.74705625,0.6519659,0.6713023,0.7687061,0.51001275,0.5828206,0.5133393,0.81364745,0.5130679,0.72093576,0.6724484
X-1755,0.7670153,0.63241524,0.82681537,0.76827025,0.60227394,0.8848019,0.65848756,0.6823254,0.85886335,0.87127966,0.7764086,0.6131926,0.8573946,0.8608459,0.7370373,0.41005772,0.8724152,0.7752542,0.8557925,0.7124963,0.868325,0.7820008,0.9004323,0.75111634,0.76129526,0.74770945,0.78347,0.84310013,0.7762895,0.7033212,0.76849335,0.85835725,0.7328553,0.82854897,0.8069742,0.8131,0.8793122,0.83892787,0.78842574,0.45358863,0.7720312,0.82647437,0.7828457,0.89122194,0.7878216,0.8187525,0.8270568,0.8476866,0.8429596,0.6126078,0.4945799,0.6675345,0.7301674,0.8078072,0.731433,0.84716356,0.8849817,0.90093595,0.7181966,0.5338295,0.8277541,0.75763863,0.7759433,0.8881819,0.8014896,0.8763398,0.9088018,0.7626853,0.8612314,0.74075913,0.8983181,0.8560425,0.9046724,0.8578285,0.7209954,0.9053296,0.6001247,0.81449264,0.75939864,0.8858602,0.7950969,0.63259774,0.8477774,0.75146604,0.9177997,0.8558758,0.9002648,0.77307373,0.7373294,0.87392205,0.8675301,0.8365002,0.84579146,0.90166765,0.7121367,0.8623824,0.9205913,0.8701349,0.87748617,0.7982327,0.8902482,0.7629098,0.8968023,0.8702143,0.8517777,0.83077466,0.85272336,0.8724014,0.8995887,0.6757455,0.4986589,0.43440625,0.6464112,0.7965719,0.82811767,0.8890201,0.85349226,0.7037105,0.6742624,0.8318981,0.5960339,0.6591021,0.85805666,0.6973917,0.80232835,0.8763244,0.8459346,0.89685786,0.7792301,0.89140075,0.6941468,0.6925112,0.7182118,0.57174563,0.82791597,0.89660513,0.46601716,0.715101,0.7732095,0.8925776,0.77832365,0.8953863,0.47063866,0.90871125,0.8628452,0.8915474,0.8245656,0.5010728,0.79917145,0.6959352,0.8234832,0.8385727,0.6793309,0.7379847,0.8969727,0.8872951,0.7882427,0.7323861,0.82175446,0.8453716,0.7649791,0.79663706,0.88639617,0.6143843,0.8966497,0.87170637,0.5966769,0.8967866,0.7882137,0.8640775,0.88094985,0.78945816,0.8704783,0.24665712,0.85117537,0.7929143,0.8928384,0.6669865,0.90144396,0.81399214,0.90382993,0.8401587,0.664426,0.82386017,0.9008848,0.7987343,0.8779047,0.84880227,0.8081012,0.83485466,0.718807,0.7103244,0.8869275,0.4938653,0.59042495,0.5796848,0.901589,0.61520135,0.80099356,0.7479309
X-1784,0.8015886,0.6932236,0.85044116,0.78946626,0.6737223,0.917335,0.646088,0.67995906,0.8746061,0.8771806,0.8055203,0.6952182,0.88425004,0.89177924,0.77762,0.45499748,0.9153614,0.8188615,0.86261946,0.73972833,0.8798395,0.7938642,0.929887,0.7855037,0.76338387,0.7659628,0.7729029,0.8442096,0.7814193,0.72594297,0.77041143,0.874546,0.7765637,0.8637185,0.86130065,0.85869735,0.90684164,0.84973633,0.79201627,0.4745487,0.7863114,0.8674824,0.8234739,0.9025394,0.8254924,0.8531534,0.8194503,0.9020788,0.8665398,0.6731481,0.5469638,0.73263913,0.7596656,0.8295546,0.75880814,0.8695488,0.90404105,0.92175317,0.7353759,0.6070293,0.8618343,0.72770965,0.76186675,0.9243846,0.8491783,0.8921078,0.9197549,0.771382,0.86866456,0.7415794,0.9314894,0.87356097,0.91366845,0.861673,0.7263939,0.92844737,0.6723845,0.8738588,0.7640498,0.9031857,0.8222038,0.7107414,0.88185555,0.77838117,0.9434146,0.88086975,0.91200304,0.8115098,0.7383099,0.8669719,0.88726425,0.8766273,0.89242727,0.92003363,0.7517979,0.88170683,0.9479218,0.88522315,0.906651,0.8202043,0.9163977,0.7565673,0.9156909,0.8856,0.88546544,0.8558126,0.8814155,0.89077675,0.8999836,0.7018914,0.5858339,0.47344303,0.7022286,0.8307782,0.85763097,0.8944304,0.86837125,0.6933662,0.67326975,0.84799325,0.6628565,0.6827878,0.87585175,0.7080435,0.79781723,0.9095166,0.8782926,0.9193826,0.7971637,0.9190846,0.746208,0.7266096,0.7610411,0.59718233,0.8393209,0.9148036,0.5248524,0.71629846,0.8048581,0.9192246,0.7975583,0.9156211,0.46746406,0.9092333,0.9042336,0.92204666,0.8417982,0.5403516,0.82199156,0.71926445,0.86404645,0.8447445,0.6600536,0.75305045,0.8951283,0.9015283,0.7934747,0.77804476,0.8293445,0.87715554,0.7658313,0.8315185,0.9249576,0.6526106,0.9168393,0.89355195,0.604976,0.9287,0.81788015,0.8945939,0.8895352,0.8269628,0.8977955,0.23728171,0.8753449,0.8143277,0.9216327,0.6892523,0.9154122,0.8502224,0.92769885,0.8499852,0.6580982,0.84871995,0.91916883,0.82629895,0.9201333,0.8841135,0.8264169,0.8580771,0.5797878,0.64023614,0.91362876,0.5997096,0.65676,0.68623716,0.9118889,0.74988574,0.8409152,0.7593684
X-1786,0.7626548,0.61399627,0.8091968,0.7157386,0.6315069,0.8890517,0.6006702,0.6472688,0.8429113,0.8538189,0.7607883,0.6282245,0.8295252,0.8394708,0.7449204,0.42769527,0.8812809,0.74407274,0.8188324,0.70553297,0.84955126,0.7670024,0.8984546,0.7077435,0.70646715,0.7172768,0.7728806,0.81468004,0.75474924,0.71619576,0.7691623,0.8679121,0.73052347,0.8223454,0.8006136,0.83637613,0.88032997,0.8263595,0.77576315,0.41946453,0.7274041,0.8284823,0.770344,0.8829063,0.73803955,0.78625524,0.78955895,0.85915965,0.83354133,0.5846577,0.46450847,0.6712034,0.73527646,0.7950246,0.73009837,0.8415739,0.8932895,0.90227926,0.6961291,0.5059374,0.8248436,0.6951056,0.70987755,0.8911477,0.8033065,0.8614763,0.89171255,0.7427084,0.8661891,0.7425232,0.90692514,0.8320062,0.8914495,0.8282666,0.6895299,0.91073084,0.6280993,0.8628107,0.7797462,0.8859782,0.8173762,0.6570958,0.84652483,0.7581793,0.9131456,0.8441904,0.8955906,0.7719449,0.70636344,0.8576232,0.8686812,0.826589,0.8509973,0.9023125,0.72885895,0.8541702,0.9170319,0.86615336,0.8895328,0.7935249,0.8939377,0.7491256,0.8913576,0.8527042,0.8396489,0.8117731,0.82498574,0.87783617,0.90189916,0.6733799,0.5446048,0.44497886,0.64139766,0.7920111,0.8235212,0.88392097,0.84526694,0.6949491,0.6633284,0.8374407,0.6454146,0.6724906,0.85825926,0.6542108,0.7726321,0.8710117,0.85543877,0.90304583,0.82025033,0.89158297,0.6527378,0.6561498,0.6871635,0.5643634,0.81205857,0.89597535,0.4662394,0.6740151,0.77731794,0.9014447,0.765132,0.888155,0.4386776,0.9069171,0.8738709,0.8880478,0.8237767,0.46196786,0.7840269,0.68327904,0.84869844,0.8141414,0.6015874,0.7448704,0.8862513,0.8919239,0.7829249,0.7364651,0.82020056,0.8578354,0.7665465,0.81309015,0.8955493,0.64439255,0.9003258,0.8706836,0.5672996,0.8951588,0.76775855,0.8730474,0.8884877,0.78485733,0.86755866,0.2395505,0.84404105,0.7514294,0.8930914,0.6446422,0.88633364,0.82152724,0.9026607,0.8243915,0.65069336,0.8161482,0.8987114,0.8140204,0.8806192,0.84069043,0.7948712,0.8290719,0.59388083,0.6447956,0.89340615,0.54649866,0.60302323,0.6006732,0.89625746,0.6667796,0.77478445,0.75830084
X-1787,0.7892758,0.7096735,0.87016135,0.8327659,0.66914093,0.8665569,0.7589834,0.715714,0.8922582,0.88288903,0.7918785,0.64479357,0.8753044,0.8642102,0.7462512,0.44664004,0.8787443,0.77177316,0.8544783,0.7874513,0.8637807,0.79349136,0.9112739,0.76675886,0.8397091,0.77584696,0.82467455,0.86040694,0.7548836,0.7370541,0.7295489,0.83683634,0.72938055,0.836487,0.7683376,0.8519348,0.88645697,0.85351104,0.8111362,0.54929155,0.8109379,0.8709712,0.7504564,0.8776216,0.81971323,0.80982286,0.837813,0.84794134,0.8704118,0.6607635,0.59239554,0.7154111,0.73374313,0.8021758,0.67810744,0.8518227,0.8888635,0.89212275,0.76259726,0.7084252,0.8305356,0.75817645,0.8301227,0.8986921,0.738639,0.8542698,0.8781168,0.77300453,0.8695934,0.7288303,0.902564,0.8471626,0.8798381,0.8619916,0.7442328,0.90496475,0.6699425,0.8315563,0.8216046,0.8926636,0.791795,0.675685,0.86330205,0.7569266,0.90784734,0.7747571,0.89605224,0.7965612,0.7918086,0.885642,0.87571454,0.8610444,0.83191836,0.89097357,0.72527266,0.8525167,0.9147713,0.889974,0.8887863,0.82237023,0.8886651,0.7823857,0.90626365,0.86038536,0.84734315,0.83385515,0.8520074,0.88460577,0.90707415,0.73886764,0.57670176,0.55093855,0.7245352,0.77376056,0.7975352,0.8884349,0.86052406,0.8152728,0.6851725,0.8396821,0.66790986,0.66213334,0.8271753,0.74166507,0.8158134,0.89023226,0.8630874,0.9107299,0.81987363,0.90368056,0.7189415,0.736881,0.75773406,0.6067766,0.847481,0.8992364,0.6416301,0.7134185,0.78783435,0.9081323,0.8160645,0.89224654,0.5638939,0.91285414,0.874278,0.8745643,0.8539293,0.5432649,0.786936,0.6923291,0.81947935,0.8670414,0.7579555,0.80495715,0.89966685,0.89331377,0.8142428,0.78184164,0.8088753,0.84433234,0.75882715,0.84054995,0.89227754,0.6134732,0.9034813,0.8848051,0.66202706,0.9022048,0.81096244,0.884512,0.8821518,0.80182356,0.8529683,0.26731855,0.8592742,0.8393193,0.88634,0.6736245,0.89437896,0.82309115,0.8934725,0.8525559,0.71609443,0.8072221,0.90560126,0.80435205,0.8922943,0.8575541,0.7974613,0.8436345,0.74613374,0.7572948,0.8750144,0.5330548,0.69431245,0.57483405,0.90635496,0.58073276,0.8518408,0.7552811
X-1795,0.6772812,0.60305697,0.74404955,0.6834975,0.5740261,0.7632654,0.6006211,0.61517626,0.758449,0.7670921,0.68454206,0.58741075,0.75426745,0.74988115,0.6479124,0.4611538,0.76837945,0.6678911,0.7218924,0.6457092,0.7490076,0.68628424,0.7836512,0.6770313,0.67494667,0.6577952,0.6990529,0.7382567,0.68958074,0.625932,0.68063813,0.7450275,0.64308906,0.7334775,0.7255541,0.73040277,0.77471167,0.7298191,0.67964745,0.5001487,0.6761848,0.714384,0.6662957,0.7839388,0.6675774,0.6985784,0.7158021,0.73860604,0.7318492,0.5708353,0.51420385,0.61895585,0.672175,0.70019746,0.63065237,0.73029757,0.7937076,0.78528327,0.6366846,0.50721353,0.7331226,0.65028554,0.67935556,0.77911735,0.65535104,0.74921834,0.7955629,0.6698753,0.7664078,0.6583663,0.7900364,0.7258988,0.7819735,0.7198608,0.6433234,0.816172,0.5737245,0.72465235,0.677985,0.7754217,0.7004868,0.61605203,0.7366771,0.6484239,0.8063483,0.7058711,0.7774164,0.7019626,0.65676177,0.767482,0.7568545,0.7382801,0.7431958,0.79009384,0.6751486,0.74259084,0.80437714,0.7650368,0.77088284,0.7183402,0.7836445,0.67373765,0.7889378,0.740308,0.7442919,0.72620004,0.7282314,0.7875132,0.79088503,0.6176411,0.5291356,0.47950387,0.596772,0.6778161,0.71100336,0.780133,0.7380878,0.65017396,0.616113,0.7311705,0.5965232,0.6103376,0.72515607,0.6233308,0.691493,0.75082076,0.7286647,0.78695506,0.7007785,0.78430784,0.6293525,0.62964386,0.64312553,0.55893826,0.7379985,0.79082215,0.5265236,0.62370276,0.6810183,0.78735673,0.6943308,0.7800609,0.48540828,0.79753995,0.7464656,0.76556176,0.7263725,0.49877536,0.6966383,0.6320756,0.7233355,0.74570197,0.61501235,0.66653544,0.7836165,0.786803,0.68926436,0.6711551,0.7162671,0.734239,0.6680653,0.70639753,0.77798563,0.58368754,0.7849071,0.7731746,0.5589773,0.7949533,0.6818221,0.7723729,0.77274656,0.6831536,0.7612159,0.34712845,0.74710333,0.6874649,0.76882654,0.60139734,0.7887207,0.7152318,0.7930927,0.7338541,0.62294006,0.68843055,0.7931859,0.69879264,0.7746947,0.7396041,0.6845753,0.73062706,0.5599707,0.63615173,0.76759756,0.51188827,0.5885556,0.56012815,0.793027,0.5638596,0.7141364,0.6680785
X-1823,0.7162056,0.6239359,0.7729058,0.7200206,0.5500238,0.8185755,0.685779,0.65241,0.8166642,0.79916465,0.7249012,0.60432744,0.79793966,0.7795947,0.6887106,0.45764932,0.811006,0.7189887,0.77282226,0.6857073,0.7952584,0.7171972,0.83959275,0.7023836,0.72599584,0.7080061,0.7426279,0.7864442,0.70314944,0.6487797,0.70744956,0.7789494,0.6631624,0.75257486,0.76045644,0.763037,0.82476556,0.7731459,0.7227341,0.49917755,0.7140171,0.7674831,0.6971815,0.81834733,0.71976507,0.76094794,0.770904,0.78403395,0.8069389,0.5834029,0.4738363,0.63681394,0.66014516,0.7461254,0.66145825,0.8051069,0.8219931,0.83115125,0.66645646,0.6095469,0.76281554,0.7059057,0.7436893,0.83136064,0.71666944,0.799157,0.8339936,0.7031343,0.8014651,0.67426527,0.8398546,0.7873363,0.8421539,0.8010316,0.67282057,0.8498999,0.59526145,0.76671034,0.72753084,0.82984024,0.73216265,0.6015904,0.7996948,0.68248606,0.84428596,0.75564456,0.83481956,0.7475731,0.706043,0.8121529,0.8060319,0.77874446,0.7742185,0.833192,0.65571153,0.7904124,0.85792315,0.80807954,0.80990714,0.73683196,0.81925124,0.7084648,0.83706254,0.806072,0.7669884,0.75803024,0.7837228,0.8047023,0.84965974,0.6539252,0.48788142,0.4409157,0.62590367,0.725922,0.75268996,0.8229094,0.7982448,0.66493136,0.6311335,0.7624451,0.592141,0.5959303,0.78065145,0.6828257,0.72229695,0.82570994,0.7811699,0.83489627,0.7183882,0.8272607,0.6614296,0.6571893,0.6701981,0.55640185,0.77639693,0.83941007,0.4711485,0.66931486,0.7167256,0.83266366,0.7304159,0.8287962,0.49699935,0.850215,0.79758525,0.8269962,0.775058,0.54325765,0.73582995,0.6375038,0.752352,0.7762059,0.6829995,0.69129974,0.83400345,0.8315229,0.7325243,0.71187747,0.73872924,0.7749555,0.713319,0.7421381,0.8266208,0.5881325,0.84262305,0.8104502,0.5902625,0.84884787,0.7230568,0.80872244,0.81848687,0.74266696,0.79278684,0.30328318,0.78960556,0.7665942,0.8226188,0.6410568,0.8298764,0.7652596,0.82073355,0.7755167,0.6267528,0.7375587,0.83301437,0.7337644,0.81445616,0.786947,0.74955535,0.7752574,0.6490085,0.7188309,0.8248697,0.49829006,0.5943764,0.5397318,0.8447563,0.57759196,0.7617746,0.6997801
X-1828,0.75460833,0.66382545,0.8013073,0.7737008,0.57691103,0.81459165,0.7040733,0.6779128,0.8483615,0.83405757,0.75598997,0.6284589,0.8299105,0.82548887,0.7045702,0.4113295,0.83861893,0.73548585,0.8342385,0.7238546,0.82348603,0.75074005,0.8800563,0.7442005,0.7730895,0.7444676,0.7654183,0.786229,0.7168215,0.67840266,0.70838517,0.80337113,0.68800485,0.78278244,0.71057045,0.8102667,0.8397789,0.7958876,0.76571625,0.5318191,0.75698936,0.81458163,0.7213142,0.81483686,0.78231883,0.79161966,0.78146356,0.79445577,0.84263307,0.61583805,0.5165427,0.67003715,0.6788534,0.78877676,0.65944916,0.802954,0.8484667,0.84370583,0.6993135,0.63150865,0.788575,0.7065702,0.7711719,0.83831316,0.74455094,0.8280714,0.8534304,0.71643126,0.80052626,0.70514655,0.85355735,0.78646797,0.8368423,0.8124216,0.69060194,0.85895264,0.6418111,0.7645778,0.7363153,0.84184563,0.7528822,0.60321635,0.80075353,0.6990506,0.8703485,0.78376615,0.8529484,0.7676822,0.7471409,0.8007704,0.824617,0.8026246,0.78935784,0.8458614,0.66335875,0.80512995,0.86537665,0.8437991,0.83638006,0.7809273,0.84537256,0.7357226,0.8497835,0.80781054,0.79386187,0.7982083,0.8380915,0.8321712,0.8555818,0.6730763,0.53639853,0.498474,0.6701809,0.7318725,0.7808678,0.8468276,0.80953044,0.74734247,0.65011233,0.8058579,0.61190176,0.6171696,0.7960965,0.69349694,0.7517115,0.8451227,0.80955744,0.86336535,0.70519465,0.8537435,0.67320085,0.6741692,0.7116884,0.5752422,0.79941535,0.8611045,0.5545226,0.6716164,0.73900294,0.8466766,0.7471974,0.8412037,0.53179425,0.86105466,0.81302536,0.82048917,0.7903884,0.4929831,0.7301504,0.64494,0.7654944,0.82298684,0.72996664,0.7510423,0.8579668,0.85140437,0.7432182,0.7250105,0.7440796,0.79402566,0.70038635,0.782504,0.83255583,0.59119,0.84932923,0.84146476,0.6015663,0.8584459,0.76854676,0.8380545,0.8399683,0.75707185,0.8004331,0.2818922,0.81385857,0.7766866,0.8210955,0.6541187,0.83768046,0.7676838,0.84077865,0.795332,0.6660856,0.7690372,0.84765345,0.7473528,0.83221877,0.80654407,0.76980245,0.78069144,0.70148,0.7656791,0.81543756,0.47097832,0.5995722,0.5197835,0.84821093,0.4894135,0.79269516,0.6917807
